text,text_processed
"En verad estuve poco tiempo,solo7 horas,pero era de noche en medio de La Malagueta y pleno verano del 2016,una tranquilidad absoluta,al estar en una travesía de avenidas no se escuchaba ningún bullicio y en el interior del establecimiento nada de ruido",verad tiemposolo7 horaspero noche medio malagueta pleno verano 2016una tranquilidad absolutaal travesia avenidas no escuchaba ningun bullicio interior establecimiento nada ruido
Sencillo y céntrico,sencillo centrico
"Hotel tranquilo, pequeño, sencillo y bien situado",tranquilo pequeno sencillo bien situado
"Puedes ir andando al centro, a la playa, al Museo Ruso y a otros lugares de interés artístico y cultural",puedes ir andando centro playa museo ruso lugares interes artistico cultural
"Sin nada especial, pero un lugar tranquilo para dormir y descansar a buen precio",sin nada especial lugar tranquilo dormir descansar buen precio
"Muy funcional, y céntrico",funcional centrico
"Me ha gustado porque  esta cerca del puerto y se puede ir andando a todos sitios, bien comunicado",gustado cerca puerto puede ir andando sitios bien comunicado
Cerca de la Renfe y de las principales atracciones de esta bella Ciudad de Málaga,cerca renfe principales atracciones bella ciudad malaga
Expectacular si la ves con el encendido de las luces de Navidad,expectacular ves encendido luces navidad
Buen hotel y bien situado,buen bien situado
Estuvimos en este hotel dos noches,dos noches
"La habitación disponía de dos camas y no era muy grande pero acogedora, estaba limpia y ordenada",habitacion disponia dos camas no grande acogedora limpia ordenada
La situación del hotel es muy buena cerca del centro comercial y zona de restaurantes y a 10 minutos andando del centro de Málaga,situacion buena cerca centro comercial zona restaurantes 10 minutos andando centro malaga
Además está situado cerca de la playa a unos 5 minutos andando,ademas situado cerca playa 5 minutos andando
El personal del hotel muy atento y servicial,personal atento servicial
La verdad que me gustó mucho y es una buena opción,verdad gusto buena opcion
Good,good
"Hotel bien situado Habitacion 416 correcta, sencilla y limpia Mobiliario bien conservado de estilo rustico Personal muy amable y atento Ascensor pequeño al que se accede subiendo un tramo largo de escaleras Buena plaza de parking Nos volveremos a alojar😁",bien situado habitacion 416 correcta sencilla limpia mobiliario bien conservado estilo rustico personal amable atento ascensor pequeno accede subiendo tramo largo escaleras buena plaza parking volveremos alojar
Correcto,correcto
"Relación calidad precio bueno, cerca de todo, la estación del AVE muy cerca y llegas al centro en un paso Personal muy amable y atento  Las habitaciones un poco justas pero buen aire acondicionado y lámpara con ventilador",relacion calidad precio bueno cerca estacion ave cerca llegas centro paso personal amable atento habitaciones justas buen aire acondicionado lampara ventilador
Todo correcto,correcto
La relación calidad precio buena,relacion calidad precio buena
"Hotel para descansar en una estancia en Málaga, sin mas pretensiones",descansar estancia malaga sin pretensiones
"Atención correcta, ubicación buena, a 10 minutos andando del centro de Málaga, Todo correcto sin nada que objetar",atencion correcta ubicacion buena 10 minutos andando centro malaga correcto sin nada objetar
Lugar conveniente,lugar conveniente
"Reservamos dos habitaciones individuales para una noche, pero que hubiera cometido un error y terminamos con una habitación con una cama doble, así que no es un buen comienzo (estaba lleno)",reservamos dos habitaciones individuales noche cometido error terminamos habitacion cama doble asi no buen comienzo lleno
"Sin embargo, recibimos una disculpa inmediata restitución así que terminó mal",sin embargo recibimos disculpa inmediata restitucion asi termino mal
"Habitaciones modernas y baño, excelente ubicación cerca del casco antiguo",habitaciones modernas bano excelente ubicacion cerca casco antiguo
Perfecto si solo necesitas hacer una noche,perfecto solo necesitas hacer noche
El hotel está bien calidad precio teniendo en cuenta que está súper céntrico,bien calidad precio cuenta super centrico
Muebles viejos pero la TV y el aire de primera,muebles viejos tv aire primera
"Consejo: mejor coger habitación de dos camas individuales, son más grandes",consejo mejor coger habitacion dos camas individuales grandes
Al lado de estación del ave,lado estacion ave
"Buen sitio para pernoctar en algún viaje , esta a 200 metros de la estación de Renfe MARIA Zambrano y de Autobuses, Limpio y ordenado , Sólo eche en falta alguna toalla en el cuarto de baño, por lo demás  Recomendable",buen sitio pernoctar algun viaje 200 metros estacion renfe maria zambrano autobuses limpio ordenado solo eche falta alguna toalla cuarto bano demas recomendable
Excelente ubicacion,excelente ubicacion
Inmejorable la ubicación,inmejorable ubicacion
Frente a la Estación de tren y de buses,frente estacion tren buses
Se llega comodamente caminando al centro de Malaga,llega comodamente caminando centro malaga
"La atención es excelente,con recomendaciones muy útiles para movernos en la ciudad, las habitaciones muy correctas, baño amplio, limpieza muy bien",atencion excelentecon recomendaciones utiles movernos ciudad habitaciones correctas bano amplio limpieza bien
Con aire acondicionado y tv,aire acondicionado tv
Ideal para pasar un par de noches,ideal pasar par noches
Lo recomiendo sin dudar,recomiendo sin dudar
IDEAL PARA HACER NOCHE DE VIAJE,ideal hacer noche viaje
"Situado al lado de estación de autobuses y tren de Malaga, alrededor muchos bares y restaurantes ,habitaciones limpias y con un cuarto de baño rehabilitado ,nuevo",situado lado estacion autobuses tren malaga alrededor bares restaurantes habitaciones limpias cuarto bano rehabilitado nuevo
Personal muy atento,personal atento
Si os es posible elegir habitaciones que no den a calles concurridas,posible elegir habitaciones no den calles concurridas
Cristales dobles que más o menos aíslan ruido calle,cristales dobles menos aislan ruido calle
Recomendable para hacer noche en ruta,recomendable hacer noche ruta
SALUD,salud
"Muy buena ubicación,muy buen trato,limpio",buena ubicacionmuy buen tratolimpio
"La ubicación esta muy bien,a escasos metro de la estación María Zambrano y de los centros comerciales,el trato del personal fue muy agradable incluso se nos olvidó algo en la habitación y nos lo devolvió una limpiadora,y el precio es asequible comparado con otros",ubicacion biena escasos metro estacion maria zambrano centros comercialesel trato personal agradable incluso olvido habitacion devolvio limpiadoray precio asequible comparado
Recomendable,recomendable
Contento!,contento
"El precio lo veo elevado pero siendo temporada alta y estando tan bien situado y comunicado, lo justifica todo, el trato fue súper amable y las instalaciones son agradables",precio veo elevado siendo temporada alta tan bien situado comunicado justifica trato super amable instalaciones agradables
Quizás la única pega que tiene es que escuchas mucho las demás habitaciones pero por lo demás muy bueno!,quizas unica pega escuchas demas habitaciones demas bueno
"Hotel bueno, económico y bien ubicado",bueno economico bien ubicado
Me gustó mucho el hotel y me sorprendió el excelente servicio por ser de una estrella,gusto sorprendio excelente servicio ser estrella
Está muy bien ubicado frente a la estación de trenes y de autobuses,bien ubicado frente estacion trenes autobuses
En 15 minutos se puede llegar caminando al casco antiguo de Málaga,15 minutos puede llegar caminando casco antiguo malaga
El hotel está en un primer piso y se puede subir tanto por escalera como por elevador,primer piso puede subir escalera elevador
Cuenta con un salón de uso común muy amplio con sillones y maquinas expendedoras de bebidas frías y calientes,cuenta salon uso comun amplio sillones maquinas expendedoras bebidas frias calientes
También hay una sala de internet y una terraza con un par de mesas y silloncitos donde uno puede tomar aire y relajarse después de tanta caminata,sala internet terraza par mesas silloncitos puede tomar aire relajarse despues tanta caminata
La habitación muy limpia pero poco espaciosa al igual que el baño y todos los días reponían amenitíes,habitacion limpia espaciosa igual bano dias reponian amenities
"Las camas muy cómodas para descansar, solo que por las noches entraba mucha luz de los carteles luminosos de los…",camas comodas descansar solo noches entraba mucha luz carteles luminosos
Muy bueno en relación calidad/precio,bueno relacion calidad precio
"El hotel esta muy bien situado, tienes el centro larios , la estacion de tren al lado y si quieres comer tienes muchos sitios cerca",bien situado centro larios estacion tren lado quieres comer sitios cerca
Tambien tienes la carretera para ir al paseo maritimo y la playa cerca y es facil ir,carretera ir paseo maritimo playa cerca facil ir
"En cuanto al hotel en si para mi lo mejor es el servicio, la recepción es buenisima son muy simpaticos , te ayudan y explican lo que necesites",cuanto mejor servicio recepcion buenisima simpaticos ayudan explican necesites
El servicio de limpieza perfecto,servicio limpieza perfecto
"(no tiene servicio de desayuno ni comida) La habitación ( era una individual) estaba bastante bien, aunque la cama era algo dura  Yo fui a realizar un curso de 1 semana y esta bastante bien encuanto a calidad / precio, recomendable",no servicio desayuno comida habitacion individual bastante bien aunque cama dura realizar curso 1 semana bastante bien encuanto calidad precio recomendable
Muy buen servicio,buen servicio
"Estuvimos hace unos días en este hotel y la verdad, nos sorprendió la buena ubicación y el precio",hace dias verdad sorprendio buena ubicacion precio
El personal es sumamente agradable y bien predispuesto para recomendarnos actividades y lugares por conocer,personal sumamente agradable bien predispuesto recomendarnos actividades lugares conocer
No tiene desayuno pero al lado del hotel hay varios lugares para desayunar muy bien y a precios muy accesibles,no desayuno lado varios lugares desayunar bien precios accesibles
"Ubicado frente a la estación de trenes, en 15 minutos a Torremolinos y otras playas cercanas",ubicado frente estacion trenes 15 minutos torremolinos playas cercanas
Volvería a este hotel sin dudarlo,volveria sin dudarlo
Es perfecto para desconectar ,perfecto desconectar
Hemos estado este finde mi pareja y yo en este hotelito ,finde pareja hotelito
"Se  encuentra en la sierra de las nieves a 15 minutos de puerto Banús, para mí un auténtico paraíso para relajarse y desconectar",encuentra sierra nieves 15 minutos puerto banus autentico paraiso relajarse desconectar
Las habitaciones son normales pero las vistas recompensan,habitaciones normales vistas recompensan
"Además puedes disfrutar de un desayuno escuchando  la naturaleza, de la piscina climatizada estando lloviendo, eso es un lujo y ya para finalizar te metes en el jacuzzi y en la sauna, que más se puede pedir",ademas puedes disfrutar desayuno escuchando naturaleza piscina climatizada lloviendo lujo finalizar metes jacuzzi sauna puede pedir
